,title,author,genre,platform,story,rate
670,음양사, Hun/박형준,"무협, 판타지, 귀신",다음 웹툰,"고려의 소년 병사 ‘설봉’ 과 기억을 잃은 음양사 ‘세이메이’의 무인도 조우, 위험에 빠진 마을을 구하라",9.9
671,가디언즈 오브 갤럭시 :  죽음의 보석, 크리스토스 게이지/임강혁,"액션, 판타지, 우주",다음 웹툰,"다음웹툰과 MARVEL의 두 번째 콜라보 웹툰. 지구에는 '어벤져스', 우주엔 '가.오.갤'이 있다!",9.9
672,장산범 : 거부할 수 없는 목소리, GAR2,"스릴러, 공포, 괴담",다음 웹툰,3년 전 죽었던 그녀에게서 전화가 걸려왔다.,9.9
673,궁상가족, 정작가/김다정,"코믹, 가난, 병맛",다음 웹툰,이토록 구질구질한 가족은 없었다! 돼지 '핍'과 궁상가족의 우여곡절 이야기,9.8
674,도플, 현철,"드라마, 판타지, 도플갱어",다음 웹툰,난 두명이 되었고 5년 동안 아무일도 일어나지 않았다. 바로 지금까진...,9.7
675,용이라고 불러줘, 분홍곰,"드라마, 판타지, 용",다음 웹툰,용이 되고 싶은 이무기의 복수를 빙자한 사랑 이야기,9.6
676,당신의 소원은 무엇입니까, 말랑멜로우/채덕,"일상, 드라마, 소원",다음 웹툰,"""소원을 들어주는 나무가 있다?!"" 귀여운 소원 나무 신령과 까칠 소녀의 좌충우돌 힐링판타지",9.9
677,애프터눈 히어로즈, 구자윤,"액션, 판타지, 초능력",다음 웹툰,1급 비밀. 한국형 소녀 히어로가 나타났다!,9.6
678,키스앤코리아, 김나임,"드라마, 일제강점기, 여행",다음 웹툰,"1919년, 영국인 화가 '엘리자베스 키스'. 미지의 나라 조선을 여행하다.",9.9
679,70, 김재희,"액션, 전투, 군인",다음 웹툰,"정전 70년 이후, 내 나라 조국은 없다. 웹툰 최초 밀리터리 극화.",9.6
680,"어쩌면, 사랑", 모우,"학원, 순정, 사랑",다음 웹툰,"'사랑이란 뭘까?' 고민하는 고등학생 우영, 담임 선생님 석훈을 만나 찾아가는 감정의 정의",9.8
681,아시안 하이웨이, 최인환,"드라마, 액션, 추격전",다음 웹툰,"대륙으로 이어진 길, 그 희망의 길 위에서 펼쳐지는 처절한 사투",7.2
682,놀러와 마이홈, 만물상,"판타지, 동화, 힐링",다음 웹툰,뚝딱뚝딱 공방에서 심쿵심쿵 로맨스까지~베리의 달콤한 일분일초가 궁금하면? 놀러와~마이홈~♬,9.9
683,무균격리구역 AA아파트, 미스와플/미스비글,"드라마, 미스터리, 질병",다음 웹툰,"불명성 면역결핍증이 유행하는 대한민국, 위기의 청년 G와 수수께끼의 AA 아파트",8.6
684,여우는 같은 덫에 두 번 걸리지 않는다, 박흥용,"드라마, 청춘, 백수",다음 웹툰,"1990년, 아마추어 무선사들의 광장에서 벌어지는 이야기 ",9.9
685,사랑하는 나의 엄마에게, 안나보니따,"일상, 엄마, 가족",다음 웹툰,"'엄마는 너를 사랑해, 네가 작은 아기였을 때부터..' 엄마에게 보내는 딸의 소소한 편지",9.9
686,멈춰있는 동안에, 박우진,"드라마, 판타지, 능력자",다음 웹툰,멈춰있는 동안에 찾아온 이야기.만화공모대전2 우수상 수상작.,8.7
687,지구방위연구소, 니나노머신,"코믹, 병맛, 로봇",다음 웹툰,지구 수호의 임무를 띤 연구소에서 펼쳐지는 개그 퍼레이드! ,9.5
688,더 헌터, 강두영/이태훈,"무협, 전투, 조선시대",다음 웹툰,"임진왜란의 처절한 게릴라 혈투, ‘무등산 매'와 함께 왜군에 맞서다! ",9.2
689,아빠는 16세, 서랍천사,"코믹, 결혼생활, 만화가",다음 웹툰,"내게 완벽한 삶을 주겠다던 외계인, 그런데 뭔가 이상하다..",8.1
690,백조만화방, 해밀/김민욱,"순정, 드라마, 백수",다음 웹툰,4년째 취업준비 중인 해밀이 잊혀지던 출판 만화를 통해 전달해주는 희망 메세지,9.2
691,계마로의 블로그, 나날,"일상, 생활툰, 동물",다음 웹툰,"귀여움의 대명사, 웰시코기와 하우스 쉐어! 이 개.. 아니 이 분과 잘 지낼 수 있을까?",9.7
692,집떠난 개고생, 만자기,"드라마, 여행, 부부",다음 웹툰,"삶에 지친 남녀의 3주 간의 여행, 그들에겐 무슨 일이?",7.9
693,별신마을 각시, 류성곤,"판타지, 모험, 설화",다음 웹툰,"요괴들만 사는 별신마을, 그속에 나만 인간? 인간 세상으로 돌아가기 위한 기나긴 모험!",9.8
694,마야비, Meen/Greenbi ,"액션, 무협, 마법",다음 웹툰,"신들의 봉인이 풀린 아유타국, 마지막 마야비의 전쟁이 시작된다",8.2
695,[특집] 15인의 반전만화, DAUM WEBTOON,"코믹, 드라마, 반전",다음 웹툰,내가 알던 작가 맞아? 15인 작가의 스타일 대반전! ,8.9
696,스타워즈 : 깨어난 포스 그 이전의 이야기, 홍작가,"액션, 판타지, 잠재능력",다음 웹툰,SF 최고의 우주 대서사시 '스타워즈'시리즈 스타워즈 원작 3부작을 웹툰으로!,9.8
697,잡초 이야기 : LIVE, 정이리이리,"코믹, 농촌, 힐링",다음 웹툰,나는 죽지 않는다. 묵묵히 살아갈 뿐..,9.5
698,치삼만화, 치삼,"코믹, 병맛, 망상",다음 웹툰,"웃대의 전설 치삼, 5년만에 다음웹툰 입성",9.1
699,50픽셀 데이즈, 함서연/구슬,"드라마, 순정, 게임",다음 웹툰,"게임을 만드는 청춘들의 일상, 성장, 좌충우돌 로맨스 코미디",9.4
700,용비개천가, 문미영,"드라마, 판타지, 이웃",다음 웹툰,개천에서 사는 거지용과 무미건조한 중2 소녀의 좌충우돌 밥정(情) 이야기.,9.3
701,소소한가, 강소소,"코믹, 일상, 가족",다음 웹툰,가족들도 모르는 가족들의 진짜 이야기를 들려드립니다,9.7
702,까칠한 임작가의 만화그리기, 임강혁,"일상, 지식, 만화제작",다음 웹툰,"슈퍼우먼, PEAK 임강혁 작가의 소소한 그림 팁!",9.7
703,동네의사 닥터쿡, 한종경/팀 그로우,"드라마, 의학, 요리",다음 웹툰,동네의사 동강과 요리사 봉식의 좌충우돌 시끌벅적한 동거가 시작된다.,8.4
704,찡한 일상단편, ZZING,"일상, 순정, 연애",다음 웹툰,"하루하루가 찡한 나와 내 친구, 가족의 공감 일상.",9.8
705,엘리베이터에 낀 그 남자는 어떻게 되었나, 김준표/이상록,"드라마, 미스터리, 현실반영",다음 웹툰,의지를 가지고 운명을 극복하려는 남자와 운명에 순응하는 또다른 남자의 이야기,9.0
706,어벤져스 : 일렉트릭 레인, 네스티캣,"액션, 판타지, 초능력",다음 웹툰,전세계 최초 마블 공식 웹툰 <어벤져스 : 일렉트릭 레인> 다음 독점 연재,7.6
707,도대체 무슨 일이야, 유니 UNI,"순정, 연애, 전생",다음 웹툰,열살 소녀가 되어 버린 안나와 연하남 일우의 기상천외한 동거,8.0
708,하이드, 이충호,"미스터리, 살인사건, 연애",다음 웹툰,한 소녀의 죽음을 둘러싸고 벌어지는 두 인격의 대립. 과연 게임의 승자는 누가 될 것인가?,9.6
709,암묵적 동의, 만자기,"액션, 판타지, 스마트폰",다음 웹툰,"바이오공학이 발달한 근 미래 서울, 그곳에 거대한 음모가 숨어있다!",9.1
710,슈퍼스타 마광길, 김도헌,"코믹, 판타지, 병맛",다음 웹툰,무엇을 상상하든 그 이상을 보게된다. 신개념 병맛 판타지액션드라마,9.0
711,부엉이 식당, 최인환,"드라마, 음식, 사후세계",다음 웹툰,귀신들이 영업하는 식당으로 초대합니다! ,9.4
712,취미학배틀, 낼름이,"판타지, 액션, 배틀",다음 웹툰,"외국산 오타쿠는 가라, 대한민국은 취미학 배틀이다!",8.1
713,모험의 꿈동산, 니나노머신,"코믹, 병맛, 외계인",다음 웹툰,모두가 원하는 궁극의 놀이기구를 개발하라!,9.7
714,언더시티2, 현석/쵸밥,"액션, 판타지, 게임",다음 웹툰,"가상현실게임 언더시티에서 위험에 빠진 유저들, 무사히 로그아웃 할 수 있을 것인가",9.7
715,동재네 식구들, 김민재,"드라마, 현실반영, 노동자",다음 웹툰,"마흔 중반의 동재와 그의 식구들, 그들이 만들어가는 조금은 다른 이야기",9.8
716,신사의 집, 이종규/두엽과 영인,"드라마, 패션, 디자이너",다음 웹툰,당신의 남자를 위한 맞춤 양복점,9.8
717,모르모트 인 더 시티, 데몬제이,"코믹, 병맛, 동물",다음 웹툰,"개성 넘치는 모르모트들의 실험실 탈출, 그러나 또 이상한 곳으로 와버린 듯?",9.2
718,장난감의 사정, 김도연,"순정, 연애, 삼각관계",다음 웹툰,철없는 장난으로 시작된 삼각관계. 너만 사라지면 돼,9.5
719,한성 1905, 제피가루,"판타지, 액션, 역사",다음 웹툰,"1905년 제국수도 한성, 검과 총이 충돌하는 본격 개화기 공상활극",9.6
720,팬더댄스, 조경규,"코믹, 음식, 여행",다음 웹툰,"까만 눈두덩이에 게슴츠레 뜬 눈, 귀여운 팬더와 너구리의 대활약극을 기대하세요",8.3
721,은밀하게 위대하게2, Hun,"액션, 간첩, 북한",다음 웹툰,은밀하게 위대하게 두 번째 침투가 시작된다! 은밀하게 위대하게 그리고 유일하게!,9.4
722,꽃처럼 산다, HUN/박형준/송래현,"드라마, 힐링, 연애",다음 웹툰,20-30대가 폭풍공감할 꽃집에 얽힌 에피소드,9.8
723,공긔 엇더하니잇고, yami ,"스포츠, 공기놀이, 수능",다음 웹툰,"그래, 결정했어! 나는 열심히 노력해서 공기학과를 갈거야!",7.4
724,지구 전세냈냐, 강산,"판타지, 코믹, 병맛",다음 웹툰,외계인들의 커밍아웃 시작! 지구 전세내셨어요?,9.1
725,카산드라, 이하진,"드라마, 역사, 고전",다음 웹툰,그대는 미래를 보겠지만 아무도 믿지 않으리라! 아폴론의 저주를 받은 카산드라 왕녀,9.8
726,빌어먹을 것들, 최희대/이태훈,"드라마, 스릴러, 살인사건",다음 웹툰,"유쾌한 노숙자들의 살인사건 해결기, 5회 다음만화공모전 장려상 수상",9.4
727,동거, 김영찬,"판타지, 드라마, 대학생",다음 웹툰,"어서와, 이런 커플은 처음이지? 찌질한 자취생 뱀파이어, 곰의 동거 생활",9.3
728,삼풍, 손영수/한상훈,"드라마, 재난, 사건사고",다음 웹툰,1995년 6월 29일. 그들은 삼풍의 잔해 속에 묻혀 있었다.,9.7
729,CCTV, INJO,"일상, 미스터리, 현실반영",다음 웹툰,모든 것을 지켜보고 있다! 제4회 공모전 본선 진출 작품!,8.4
730,미 앤 아이, 고리타,"코믹, 도플갱어, 솔로",다음 웹툰,세상 사람들이 똑같이 변해간다! 그 중 진짜를 찾아 사랑을 이뤄야 하는데. .,7.6
731,설국열차 : 프리퀄, 윤태호,"드라마, 재난, 영화",다음 웹툰,"17년째 궤도를 도는 열차의 탄생과 인류 마지막, 살아남은 자들의 이야기",9.3
732,라임 오딧세이, 글피,"판타지, 게임, 모험",다음 웹툰,너와 나의 판타지 어드벤쳐..신의 과일 LIME을 찾아라!,9.6
733,우스 메이트, 만자기,"미스터리, 공포, 괴담",다음 웹툰,무표정한 남자와 흐릿한 여자의 잔혹한 한 집 살이,9.1
734,짐승수컷고등학교, 비누끼,"판타지, 코믹, 학교생활",다음 웹툰,본능에 충실한 우리는 짐.승. 입니다! 짐승수컷고등학교의 시시콜콜 학교생활 엿보기,9.6
735,벼랑 끝의 디저트, 윤소이,"순정, 연애, 삼각관계",다음 웹툰,안정된 사랑 혹은 순수한 사랑. .당신의 진실된 선택은?,8.9
736,오!솔로, 정이리이리,"일상, 코믹, 솔로",다음 웹툰,솔로생활이 길면 마법사가 된다고 했던가!,9.3
737,제 0시 : 대통령을 죽여라, 이충호,"액션, 판타지, 정치",다음 웹툰,그 때 그는 죽지 않았다! 그리고 그곳에 그들이 있었다!,7.8
738,파수꾼의 왈츠, 김도연,"순정, 연애, 병",다음 웹툰,잊혀지는 병에 걸린 홍조의 인생,9.7
739,0.1초의 설렘, 임강혁,"순정, 연애, 힐링",다음 웹툰,긴 사랑과 짧은 설렘에 대한 보고서,9.5
740,그루밍 선데이, Hun,"일상, 코믹, 반려동물",다음 웹툰,Hun 작가와 작은 고양이 알콩달콩 동거 이야기,9.7
741,파이팅 스타, 두엽,"액션, 판타지, 배틀",다음 웹툰,런던올림픽? 난 우주올림픽이야!재미대통령 두엽작가의 2012 액션대작!,8.1
742,올망동은 평화롭습니다, 니나노머신,"판타지, 코믹, 악당",다음 웹툰,지구방위연구소의 악당 외전..개념찬 악당의 이상한 동네 적응기!,9.5
743,트릭코드, 환상거북,"판타지, 미스터리, 추리",다음 웹툰,미스터리한 사건들의 비밀을 밝히기 위한 추리극,9.4
744,웨이크 업 데드맨, 김용환,"코믹, 판타지, 좀비",다음 웹툰,"시체가 벌이는 순정로드무비, Daum 공모전 최우수상 수상!",9.4
745,노루, 안성호,"판타지, 재난, 지구멸망",다음 웹툰,"200광년을 건너온 카메라, 인류의 마지막을 담다!",9.7
746,굿모닝 사회인 야구, 장이,"지식, 스포츠, 야구",다음 웹툰,기초부터 배우는 사회인 야구교본의 정석!,9.5
747,고.흔.연, 우문경/이진아,"판타지, 순정, 연애",다음 웹툰,고양이를 통해 만난 흔해빠질 수 있는 그와 그녀의 인연,9.6
748,용사에게 소중한 것, 데몬제이,"코믹, 판타지, 용사",다음 웹툰,어느 용사의 대서사시,9.2
749,미세스 선녀, 박세준/아초,"액션, 드라마, 결혼생활",다음 웹툰,"학원가를 주름잡던 그녀, 어느날 현모양처가 되어 돌아오다!",9.4
750,모든걸 걸었어, Hun/박용제,"스포츠, 드라마, 축구",다음 웹툰,한계가 꿈을 가로막을 때 당신은 목숨을 걸 수 있겠는가,9.6
751,순정큐피트, 오곡,"순정, 판타지, 사랑",다음 웹툰,"누구나 필요한 것, 누구나 가슴 속에 품고 있는 그것!",9.8
752,날 좋아해줘, 김도연,"코믹, 드라마, 연애",다음 웹툰,"좋아할 수 없을 것 같은 그들의 당부, 날 좋아해줘",9.2
753,소녀K, 네스티캣,"판타지, 액션, 킬러",다음 웹툰,이제껏 본적 없었던 미소녀 킬러 액션이 온다!,8.9
754,보고 있으면 기분 좋아져라, 페리테일,"일상, 생활툰, 힐링",다음 웹툰,"말랑말랑 촉촉하게, 페리의 감성시트콤 생활만화!!   ",9.6
755,창작의 고통, 낼름이,"지식, 일상, 만화가",다음 웹툰,대학교 만화학과에 들어가면 무엇을 배우는지 알아볼까요?,8.2
756,아침에 시 한 수, 조경규,"일상, 코믹, 시",다음 웹툰,팬더댄스와 함께 매일 매일 아침 시 한 수 꿀~꺽!,5.8
757,무늬만 사람, 김효중,"드라마, 현실반영, 동물",다음 웹툰,사람을 닮은 동식물들의 옴니버스 이야기.,9.4
758,그녀의 수염, 유동혁,"판타지, 드라마, 연애",다음 웹툰,"눈에 거슬리는 그녀의 수염, 그리고 사랑 혹은 이별..",8.7
759,광해이야기2, DAUM WEBTOON,"공포, 괴담, 귀신",다음 웹툰,2011년 추석 특집 3부작 단편 광해이야기 그 두번째,3.6
760,마왕의 성, 서강용,"액션, 판타지, 마왕",다음 웹툰,"아무도 가보지 못한 안개의 숲 속 마왕의 성, 그곳엔..",9.4
761,아쉬탕가, 홍경원,"코믹, 스포츠, 요가",다음 웹툰,궁극의 기술 '아쉬탕가'를 완벽 마스터 하는 자 누가 될 것인가!,8.8
762,비산, 박혜림,"드라마, 설화, 동물",다음 웹툰,대구 '비산동 설화'를 모티브로 한 만화로 거대한 거북과 한 소년의 짧은 여행을 다루고 있다.,9.8
763,가론피, P,"공포, 괴담, 귀신",다음 웹툰,피P에 관한 피할 수 없는 옴니버스 공포만화가 펼쳐진다!,9.2
764,모르모트, 데몬제이,"코믹, 혁명, 도전",다음 웹툰,개성 넘치는 쥐들이 들려주는 유리벽 안 작은 세상 이야기,9.1
765,노숙자 블루스, 조금산,"드라마, 납치, 노숙자",다음 웹툰,처음부터 선택된 인생이 어디있어? 난 지금부터 그걸 바꿀꺼야!,9.5
766,차이니즈 봉봉클럽 북경편, 조경규,"코믹, 지식, 음식",다음 웹툰,중화요리에 목숨 건 청춘들의 중국 본토 식도락 여행~,9.1
767,앞으로 나란히, 글피,"스릴러, 드라마, 연애",다음 웹툰,당신이 알게 된 진짜 사랑이 지금의 사랑이 아니라면..,8.5
768,겨울하나, 마루,"판타지, 성장드라마, 귀신",다음 웹툰,유령소년 유가온이 죽은뒤에 맞는 첫 인연에 대한 이야기,9.7
769,마당에 데굴데굴 열매, 라라시스터,"드라마, 설화, 아이들",다음 웹툰,간절히 바라는 이에게 이 소중한 씨앗을 드립니다,9.7
770,디스라이크, 배추도사무도사,"순정, 연애, 청춘",다음 웹툰,"민트사탕 맛의 오기와 자존심, 정말 안좋아해? 좋아해?",9.5
771,미소식가, 장어진,"드라마, 코믹, 음식",다음 웹툰,"외딴 레스토랑 미소식가를 배경으로 펼쳐지는, 꿈과 사랑 가득한 사람들의 이야기",9.5
772,수퍼우먼2, 임강혁,"판타지, 액션, 영웅",다음 웹툰,"모든 것이 사라진 지금, 그녀 앞에 펼쳐진 또 다른 세계는?! 본격 히어로 만화 ",9.8
773,환상주사위, 환상거북,"학원, 판타지, 게임",다음 웹툰,환상속의 모험을 즐기는 TRPG 부 아이들의 이야기,9.3
774,GONE, 라라시스터,"순정, 바이러스, 가족",다음 웹툰,"내가 죽더라도 너무 슬퍼하지마, 바람결에 너를 다시 찾아갈게",9.4
775,매지컬, 글피,"코믹, 성장드라마, 마법",다음 웹툰,올바른 매지컬 프린세스를 기르는 한 요정의 육성분투기,8.7
776,풋프린트, 김만호,"드라마, 성장드라마, 여행",다음 웹툰,"15년 전 돌아가신 아버지, 그가 남긴 흔적을 쫓는 20살 청년의 성장드라마!",9.7
777,팬더댄스와 차봉클럽, 조경규,"코믹, 음식, 중화요리",다음 웹툰,차이니즈 봉봉클럽에 팬더댄스가 떴다?! 본격 중화요리 만화 지금부터 시작합니다,7.0
778,실버볼2, 주니쿵,"스포츠, 노인, 실버볼",다음 웹툰,드디어 실버볼 시즌전 개막! 상상초월 볼 컨트롤!,9.6
779,주선, 호랑,"판타지, 무협, 게임",다음 웹툰,"지켜주지 못한 사랑, 그녀를 위한 한 남자의 여정",9.2
780,스윗로드, 송래현,"드라마, 성장드라마, 제빵사",다음 웹툰,"꿈을 향해 달려가는 한 소녀, 그녀의 달콤한 성장기!",9.1
781,광해이야기, DAUM WEBTOON,"공포, 괴담, 귀신",다음 웹툰,"2010년 여름, 만화속세상이 선보이는 공포 프로젝트 '광해'",7.1
782,우리동네에 왜 왔니, 조금산,"코믹, 조폭, 폭력",다음 웹툰,조폭 패거리로 부터 우리동네를 지켜라! 조금산 작가 신작!,9.8
783,헌티드스쿨 원더러즈 에이스, 계란계란,"학원, 코믹, 병맛",다음 웹툰,"평화롭던 우리 학교에 생긴 웃지 못할 사건, 사건의 실마리는 과연 어디에?!",9.5
784,To.From, 오곡,"판타지, 시공간초월, 외계인",다음 웹툰,"우연히 낯선 세계에 발을 딛은 소년, 그곳에서 만난 것은..? ",9.6
785,탄, 임강혁,"코믹, 유머, 악마",다음 웹툰,수퍼우먼 임강혁 작가의 괴기발랄한 단편 만화!,9.3
786,실버볼1, 주니쿵,"코믹, 스포츠, 노인",다음 웹툰,새로운 스포츠 '실버볼'! 그 속에서 펼쳐지는 요절복통 이야기!,9.6
787,반짝반짝 컬링부, 곽인근,"스포츠, 컬링, 학교생활",다음 웹툰,컬링을 단 한번도 해본적 없는 선생님과 학생들이 풀어가는 좌충우돌 컬링 이야기,9.8
788,카메라ON, 환상거북,"학원, 코믹, 고등학생",다음 웹툰,"학교의 모든 특종은 나에게 맡겨라, 4차원 명랑 학원만화 출동~!",9.1
789,종달새가 말했다, 이원진,"순정, 학원, 성장드라마",다음 웹툰,"아주 가까운 미래, 게임중독 소녀와 자폐소년이 만들어가는 하이테크 청춘 동화!  ",8.2
790,흩날리는, Hun,"판타지, 액션, 초능력",다음 웹툰,2년간의 기다림끝에 찾아 온 항해의 새로운 시작! ,9.7
791,수퍼우먼1, 임강혁,"판타지, 액션, 영웅",다음 웹툰,강철같은 그녀의 숨겨진 비밀은? 본격 여성 히어로 만화 슈퍼우먼!,9.7
792,룬의 이야기, 주니쿵,"판타지, 동화, 초자연",다음 웹툰,위대한 바위가 되기 위해 떠나는 어느 바위인간의 아름다운 동화!,9.0
793,까야제맛, 하준성 ,"코믹, 병맛, 옴니버스",다음 웹툰,체이서 하준성 작가의 무한 개그본능이 살아난다!,8.4
794,비행접시, 고리타,"판타지, 코믹, 사랑",다음 웹툰,사랑하지 않는 자는 모두 유죄! 목숨을 건 사랑쟁탈전 발발!,9.3
795,탁구공, 조금산,"드라마, 짝사랑, 대학생",다음 웹툰,"어느날 만난 의문의 노숙자, 그리고 떠오르는 사랑의 기억? ",9.8
796,사랑보험, 와자,"순정, 판타지, 연애",다음 웹툰,사랑 때문에 아프십니까? 이제 사랑도 보험이 필요합니다,8.5
797,삼백이론, 계란계란,"학원, 코믹, 학교생활",다음 웹툰,망상에 빠져 사는 소녀와 평범한 우등생 두 소녀가 풀어나가는 일상의 낯선 재해석,9.6
798,무차별! 강팀장, 홍경원,"드라마, 코믹, 직장생활",다음 웹툰,성과 위주로 달리는 무차별 강팀장! 그의 리더십에 최대 위기가 찾아왔다!,9.6
799,밤12시, DAUM WEBTOON,"공포, 괴담, 귀신",다음 웹툰,"7주간, 매주 금요일 밤 12시 만화속세상 대표작가들이 선보이는 아주 특별한 공포",8.9
800,염라공주 모모레, 주니쿵,"코믹, 판타지, 저승",다음 웹툰,인간세계에서 살아가는 염라국 공주 모모레 식솔들의 좌충우돌 이야기!,9.5
801,12월, 강소소/송래현,"판타지, 순정, 연애",다음 웹툰,송래현 작가의 '12월' 전작보다 더 가슴아픈 사랑의 이야기가 펼쳐집니다,9.5
802,항해1, Hun,"액션, 판타지, 초능력",다음 웹툰,작가 최종훈(hun)의 세 번째 웹만화 '항해'! ,9.7
803,해골택시, 와자,"판타지, 코믹, 죽음",다음 웹툰,"이제 스스로 삶을 포기하려는 자여, 당신 앞으로 택시 한 대가 멈춰 설 것이다. ",8.5
804,천사의 섬, 고리타,"코믹, 판타지, 서바이벌",다음 웹툰,"하염없이 섬에서 표류하는 주인공. 그러던 어느날, 그의 앞에 천사가 나타난다.",9.5
805,울트라병장, 김민재,"판타지, 코믹, 영웅",다음 웹툰,리얼코믹 SF메카닉 만화. 울트라 병장은 대한민국의 평화를 지킬수 있을 것인가,9.4
806,스멜스 라이크 30 스피릿, 고리타,"일상, 코믹, 음악",다음 웹툰,고리타 작가 특유의 개그코드로 우울한 현대인의 자화상을 즐겁게 '편곡'한 작품,8.9
